id,title,release_date,genres,original_language,overview,popularity,vote_count,vote_average
2576,The Diary of Anne Frank,1959-03-18,"Drama, History",en,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",25.219,334,7.207
257211,The Intern,2015-09-23,Comedy,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",142.901,6443,7.206
79707,Children Who Chase Lost Voices,2011-05-07,"Animation, Adventure, Drama, Fantasy, Romance",ja,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",27.213,666,7.206
70160,The Hunger Games,2012-03-12,"Science Fiction, Adventure, Fantasy",en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",49.467,21396,7.206
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,1993-03-06,"Animation, Science Fiction, Action",ja,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",55.791,854,7.206
623,A Fish Called Wanda,1988-07-15,"Comedy, Crime",en,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",24.328,2069,7.206
664300,Shiva Baby,2021-03-26,"Comedy, Drama",en,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",17.738,558,7.2
14306,Marley & Me,2008-12-25,"Comedy, Family",en,"A newly married couple, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",65.122,4458,7.204
10860,Steel Magnolias,1989-11-15,"Comedy, Drama, Romance",en,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",76.426,624,7.2
10198,The Princess and the Frog,2009-12-08,"Animation, Romance, Fantasy, Family",en,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",94.154,5329,7.203
6479,I Am Legend,2007-12-12,"Drama, Science Fiction, Thriller",en,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",72.074,15229,7.204
2654,In the Mouth of Madness,1995-02-03,"Horror, Thriller, Mystery",en,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,22.877,1562,7.204
985939,Fall,2022-08-11,Thriller,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",122.809,3578,7.203
18320,The Young Victoria,2009-03-04,"Drama, History, Romance",en,"As the only legitimate heir of England's King William, teenage Victoria gets caught up in the political machinations of her own family. Victoria's mother wants her to sign a regency order, while her Belgian uncle schemes to arrange a marriage between the future monarch and Prince Albert, the man who will become the love of her life.",18.634,973,7.203
6037,Murder by Death,1976-06-23,"Comedy, Crime, Mystery, Thriller",en,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",21.724,773,7.2
407655,A Cinderella Story: If the Shoe Fits,2016-08-02,"Comedy, Family, Fantasy, Music",en,A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.,24.657,817,7.201
298115,Dragons: Dawn of the Dragon Racers,2014-11-01,"Animation, Family, Adventure, Comedy, Fantasy",en,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,16.847,324,7.201
616251,The Broken Hearts Gallery,2020-09-11,"Comedy, Romance",en,"Lucy is a young gallery assistant who collects mementos from her relationships. She discovers that she must let go of her past to move forward, and comes up with a lovely, artistic way to help herself and others who have suffered heartbreak.",19.193,302,7.2
11850,Invasion of the Body Snatchers,1978-12-20,"Science Fiction, Horror",en,"The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",41.069,1018,7.2
429200,Good Time,2017-08-11,"Crime, Thriller",en,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",64.258,2714,7.199
34584,The NeverEnding Story,1984-04-06,"Adventure, Fantasy, Family, Drama",en,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",71.329,3856,7.199
11330,Pusher 3,2005-08-22,"Action, Thriller, Crime",da,"Milo is aging, he is planning his daughter's 25th birthday, and his shipment of heroin turns out to be 10,000 pills of ecstasy. When Milo tries to sell the pills anyway, all Hell breaks loose and his only chance is to ask for help from his ex-henchman and old friend Radovan.",16.562,338,7.2
10452,Queen Margot,1994-05-13,"Drama, History, Romance",fr,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",19.683,347,7.199
978870,Last Night of Amore,2023-03-09,"Thriller, Crime",it,"On the night before his retirement, police lieutenant Franco Amore is called to investigate the death of a long-time partner of his in a diamond heist in which he was involved.",21.537,398,7.198
50348,The Lincoln Lawyer,2011-03-17,"Crime, Drama, Thriller",en,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,30.089,3096,7.199
20345,The Bird with the Crystal Plumage,1970-02-27,"Horror, Mystery, Thriller",it,"An American writer living in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city, and conducts his own investigation despite himself and his girlfriend being targeted by the killer.",13.997,719,7.197
1016084,BlackBerry,2023-02-13,"Drama, Comedy, History",en,Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,40.61,413,7.197
591274,Fear Street: 1978,2021-07-08,"Mystery, Horror",en,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",42.909,1805,7.199
420622,Professor Marston and the Wonder Women,2017-10-13,"Drama, Romance",en,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941.",28.634,828,7.197
177677,Mission: Impossible - Rogue Nation,2015-07-23,"Action, Adventure",en,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",94.528,8508,7.197
9388,Thank You for Smoking,2005-09-09,"Comedy, Drama",en,"Nick Naylor is a charismatic spin-doctor for Big Tobacco who'll fight to protect America's right to smoke -- even if it kills him -- while still remaining a role model for his 12-year old son. When he incurs the wrath of a senator bent on snuffing out cigarettes, Nick's powers of ""filtering the truth"" will be put to the test.",32.081,2070,7.197
167,K-PAX,2001-10-22,"Science Fiction, Drama, Mystery",en,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",36.5,2301,7.197
86829,Inside Llewyn Davis,2013-10-18,"Drama, Music",en,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",112.835,2596,7.195
16563,Seven Brides for Seven Brothers,1954-07-22,"Comedy, Drama, Western",en,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too.",22.139,514,7.196
11328,Pusher II,2004-12-25,"Crime, Drama",da,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done.",26.907,423,7.2
4588,"Lust, Caution",2007-09-27,"Action, Drama, Romance, Thriller",zh,"During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",37.077,652,7.196
585245,Clifford the Big Red Dog,2021-11-10,"Family, Adventure, Comedy, Fantasy, Animation",en,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",52.946,1671,7.195
62215,Melancholia,2011-05-26,"Drama, Science Fiction",en,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,224.898,3354,7.2
14359,Doubt,2008-02-27,Drama,en,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse.",33.828,1610,7.194
10886,The Unknown Woman,2006-10-09,"Thriller, Drama, Mystery",it,"Irena, a Ukrainian woman, comes to Italy looking for a job as a maid. She does everything she can to become a beloved nanny for an adorable little girl, Thea. However, that is just the very beginning of her unknown journey.",10.919,334,7.2
10705,Henry V,1989-10-05,"War, Drama, History",en,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,29.753,347,7.2
10403,The Player,1992-04-03,"Mystery, Drama, Comedy, Crime",en,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,29.806,756,7.195
8329,[REC],2007-11-23,"Horror, Mystery",es,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,44.562,4195,7.195
6023,P.S. I Love You,2007-11-15,"Drama, Romance",en,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,27.648,3214,7.195
42297,Burlesque,2010-11-23,"Drama, Romance",en,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",54.081,2170,7.193
12159,What Dreams May Come,1998-10-02,"Drama, Fantasy, Romance",en,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",35.07,2206,7.2
21519,Project A,1983-12-22,"Action, Comedy",cn,"In late 19th Century Hong Kong the British may rule the land, but the pirates rule the waters. One Coast Guard officer is Dragon Ma, who is determined that his beloved Coast Guard will not be made a fool of.",33.699,435,7.193
613504,After We Collided,2020-09-02,"Romance, Drama",en,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,73.191,5193,7.192
256962,Little Boy,2015-04-23,"Comedy, Drama, War",en,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,34.944,504,7.2
14375,Romanzo Criminale,2005-09-30,"Crime, Drama",it,"After serving prison time for a juvenile offense, Freddo gathers his old buddies Libano and Dandi and embarks on a crime spree that makes the trio the most powerful gangsters in Rome. Libano loves their new status, and seeks to spread their influence throughout the underworld, while the other two pursue more fleshly desires. For decades, their gang perpetrates extravagant crimes, until paranoia threatens to split the friends apart.",11.62,635,7.192
12092,Alice in Wonderland,1951-07-28,"Animation, Family, Fantasy, Adventure",en,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",70.68,5656,7.192
1420,Breakfast on Pluto,2005-11-16,"Drama, Comedy",en,"In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.",17.451,364,7.192
788,Mrs. Doubtfire,1993-11-24,"Comedy, Drama, Family",en,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",51.573,5873,7.192
607,Men in Black,1997-07-02,"Action, Adventure, Comedy, Science Fiction",en,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",96.414,13308,7.2
459,Sissi: The Fateful Years of an Empress,1957-12-18,"Romance, Drama, History",de,After a wonderful time in Hungary Sissi falls extremely ill and must retreat to a Mediterranean climate to rest. The young empress’ mother takes her from Austria to recover in Madeira.,18.043,320,7.2
475094,The Captain,2018-02-02,"War, Drama, History",de,"Germany, 1945. Soldier Willi Herold, a deserter of the German army, stumbles into a uniform of Nazi captain abandoned during the last and desperate weeks of the Third Reich. Newly emboldened by the allure of a suit that he has stolen only to stay warm, Willi discovers that many Germans will follow the leader, whoever he is.",34.728,414,7.191
404368,Ralph Breaks the Internet,2018-11-20,"Family, Animation, Comedy, Adventure",en,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",75.05,7290,7.191
370964,I Am Dragon,2015-12-03,"Fantasy, Romance",ru,"In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.",30.074,356,7.2
51876,Limitless,2011-03-08,"Thriller, Mystery, Science Fiction",en,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",99.071,10281,7.192
11951,Vanishing Point,1971-01-15,"Action, Crime, Drama",en,"Kowalski works for a car delivery service, and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup, he takes a bet to get the car there in less than 15 hours.",22.187,424,7.191
11044,Arizona Dream,1993-01-06,"Fantasy, Comedy, Drama, Romance",en,"An Innuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles",36.648,638,7.2
10243,The Flight of the Phoenix,1965-12-15,"Adventure, Drama",en,A cargo aircraft crashes in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for a replacement aircraft they need to build before their food and water run out.,17.866,304,7.191
787699,Wonka,2023-12-06,"Comedy, Family, Fantasy",en,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",355.997,2898,7.19
593643,The Menu,2022-11-17,"Comedy, Thriller, Horror",en,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",101.054,4366,7.189
519035,Nappily Ever After,2018-09-21,"Comedy, Romance",en,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",15.729,795,7.189
342473,Ballerina,2016-12-14,"Animation, Adventure, Comedy, Family",en,"Set in 1879 Paris. An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",55.125,1811,7.189
285733,Barbie and the Secret Door,2014-08-30,"Animation, Family",en,"It's the ultimate fairytale musical! Barbie stars as Alexa, a shy princess who discovers a secret door in her kingdom and enters a whimsical land filled with magical creatures and surprises. Inside, Alexa meets Romy and Nori, a mermaid and a fairy, who explain that a spoiled ruler named Malucia is trying to take all the magic in the land. To her surprise, Alexa has magical powers in this world, and her new friends are certain that only she can restore their magic. Discover what happens when Alexa finds the courage to stand up for what's right and learns that the power of friendship is far more precious than magic.",10.233,386,7.2
259954,5 to 7,2014-04-19,"Comedy, Romance",en,A young writer begins an affair with an older woman from France whose open marriage to a diplomat dictates that they can meet only between the hours of 5 p.m. to 7 p.m.,17.888,360,7.2
11177,Mask,1985-03-08,Drama,en,A boy with a massive facial skull deformity and his biker gang mother attempt to live as normal a life as possible under the circumstances.,40.46,415,7.189
1213,The Talented Mr. Ripley,1999-12-25,"Thriller, Crime, Drama",en,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",38.38,3496,7.2
14299,Cadillac Records,2008-12-05,"Drama, History, Music",en,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",19.637,409,7.2
321528,Batman vs. Robin,2015-04-03,"Science Fiction, Action, Adventure, Animation",en,"Damian Wayne is having a hard time coping with his father's ""no killing"" rule. Meanwhile, Gotham is going through hell with threats such as the insane Dollmaker, and the secretive Court of Owls.",17.097,878,7.2
34134,Barbie in A Mermaid Tale,2010-01-25,"Animation, Family, Fantasy",en,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",34.935,730,7.2
22954,Invictus,2009-12-11,"Drama, History",en,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",65.092,3975,7.2
14168,3:10 to Yuma,1957-08-07,"Western, Drama, Thriller",en,"Dan Evans, a small time farmer, is hired to escort Ben Wade, a dangerous outlaw, to Yuma. As Evans and Wade wait for the 3:10 train to Yuma, Wade's gang is racing to free him.",21.304,331,7.187
9820,The Parent Trap,1998-07-28,"Comedy, Family, Romance",en,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",67.437,3973,7.187
2355,Reign Over Me,2007-03-22,Drama,en,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,22.789,1008,7.187
90,Beverly Hills Cop,1984-12-05,"Action, Comedy, Crime",en,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",50.062,3832,7.187
500006,Utøya: July 22,2018-03-09,"History, Drama",no,"The movie tells the story about a girl who has to hide and survive from a right wing terrorist while looking for her little sister during the terrorist attacks in Norway on the island Utøya, July 22nd.",14.396,353,7.2
18030,Kiss Me Deadly,1955-04-28,"Mystery, Thriller, Crime",en,"One evening, Hammer gives a ride to Christina, an attractive hitchhiker on a lonely country road, who has escaped from the nearby lunatic asylum. Thugs waylay them and force his car to crash. When Hammer returns to semi-consciousness, he hears Christina being tortured until she dies. Hammer, both for vengeance and in hopes that ""something big"" is behind it all, decides to pursue the case.",22.938,349,7.186
17581,Naruto Shippuden the Movie: Bonds,2008-08-02,"Fantasy, Animation, Action",ja,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",61.355,425,7.186
16553,Little Manhattan,2005-09-26,"Comedy, Romance",en,"Ten-year-old Gabe was just a normal kid growing up in Manhattan until Rosemary Telesco walked into his life, actually into his karate class. But before Gabe can tell Rosemary how he feels, she tells him she will not be going to public school any more. Gabe has a lot more to learn about life, love, and girls.",29.445,686,7.186
820446,Downton Abbey: A New Era,2022-04-27,"Drama, Romance, History, Mystery",en,The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa.,28.237,440,7.185
612368,In the Name of the Land,2019-09-25,Drama,fr,"Pierre is 25 when he returns from Wyoming to his fiancée and take over the family farm. Twenty years later, the farm expanded and so did the family.",9.652,303,7.185
213121,Toy Story of Terror!,2013-10-16,"Adventure, Animation, Comedy, Family",en,"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story of Terror.",1.261,892,7.185
55931,The Animatrix,2003-05-09,"Animation, Science Fiction",en,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated.",55.476,1501,7.185
10149,Smoke,1995-06-09,"Comedy, Drama",en,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",15.97,454,7.185
811634,The Monkey King: Reborn,2021-04-02,"Animation, Action, Fantasy, Family",zh,"When the irritable monkey king visits a temple together with his master Tang Monk, he feels offended because of a trifle and thereupon accidentally destroys a magic tree growing on the sacred ground. This brings an ancient demon king back to life, who promptly kidnaps Tang Monk to take revenge for his long imprisonment. The monkey king and his followers have only three days to not only save their master but also to prevent the demon king from regaining his full powers and destroying the world…",50.345,307,7.2
1885,The Karate Kid,1984-06-22,"Action, Family, Drama",en,"Daniel moves to Los Angeles with his mother, Lucille, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei, John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and later, preparing him to compete against the brutal Cobra Kai.",40.594,3982,7.184
577922,Tenet,2020-08-22,"Action, Thriller, Science Fiction",en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",433.928,9332,7.183
363676,Sully,2016-09-07,"Drama, History",en,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",94.749,6933,7.183
241863,As the Gods Will,2014-11-15,"Thriller, Horror, Comedy",ja,"High school student Shun Takahata is bored. Bored with the day-to-day monotony of school and life, he prays for change, for something exciting. Suddenly, he and his classmates are forced to play deadly children's games and facing terrifying creatures from a talking Daruma doll to a sharp-clawed lucky cat.",22.593,461,7.183
116745,The Secret Life of Walter Mitty,2013-12-18,"Adventure, Comedy, Drama, Fantasy",en,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,42.12,7344,7.182
16620,La Bamba,1987-07-24,"Drama, Music",en,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",24.795,664,7.182
13885,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,"Drama, Horror",en,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",37.933,5665,7.182
10102,La Grande Bouffe,1973-05-16,"Drama, Comedy",fr,Four friends gather at a villa with the intention of eating themselves to death.,18.412,471,7.182
7350,The Bucket List,2007-12-25,"Drama, Comedy",en,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",36.025,3616,7.182
4415,Les Misérables,1998-05-01,"Crime, Drama, History, Romance",en,"In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",25.588,592,7.182
2832,Identity,2003-04-25,"Mystery, Thriller",en,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",64.712,3687,7.182
56831,The Sunset Limited,2011-02-12,"Drama, TV Movie",en,"A deeply religious black ex-con thwarts the suicide attempt of an asocial white college professor who tries to throw himself in front of an oncoming subway train, 'The Sunset Limited.' As the one attempts to connect on a rational, spiritual and emotional level, the other remains steadfast in his hard-earned despair. Locked in a philosophical debate, both passionately defend their personal credos and try to convert the other.",15.648,409,7.181
11837,Watership Down,1978-10-14,"Adventure, Animation, Drama",en,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",36.252,587,7.181
11577,Pat Garrett & Billy the Kid,1973-05-23,Western,en,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,22.175,376,7.181
1164,Babel,2006-10-26,Drama,en,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world.",30.16,3604,7.181
48254,Ovosodo,1997-09-12,"Comedy, Drama",it,"From childhood to fatherhood, Piero learns things the hard way while growing up in a working-class neighborhood of Livorno.",21.102,422,7.18
